year,school_id,school,conference,rank,overall_w,overall_l,overall_pct,conf_w,conf_l,conf_pct,offense_ppg,defense_ppg,srs,sos,ap_pre,ap_high,ap_post,notes
2024,ohio,Ohio,MAC,81,11,3,.786,7,1,.875,29.3,18.1,5.37,-4.63,,,,
2024,miami-oh,Miami (OH),MAC,82,9,5,.643,7,1,.875,24.1,18.8,2.72,-2.35,,,,
2024,buffalo,Buffalo,MAC,83,9,4,.692,6,2,.750,28.8,26.4,-0.97,-5.74,,,,
2024,bowling-green-state,Bowling Green,MAC,84,7,6,.538,6,2,.750,27.1,21.6,1.51,-3.49,,,,
2024,western-michigan,Western Michigan,MAC,85,6,7,.462,5,3,.625,28.9,31.3,-4.08,-3.23,,,,
2024,northern-illinois,Northern Illinois,MAC,86,8,5,.615,4,4,.500,24.5,18.5,1.07,-3.47,,23,,
2024,toledo,Toledo,MAC,87,8,5,.615,4,4,.500,28.3,23.2,0.29,-4.10,,,,
2024,akron,Akron,MAC,88,4,8,.333,3,5,.375,20.4,32.0,-7.23,0.02,,,,
2024,eastern-michigan,Eastern Michigan,MAC,89,5,7,.417,2,6,.250,25.9,27.9,-8.51,-5.43,,,,
2024,central-michigan,Central Michigan,MAC,90,4,8,.333,2,6,.250,22.6,29.7,-10.66,-3.99,,,,
2024,ball-state,Ball State,MAC,91,3,9,.250,2,6,.250,25.3,40.1,-11.01,-1.93,,,,
2024,kent-state,Kent State,MAC,92,0,12,.000,0,8,.000,13.9,44.1,-20.93,-0.68,,,,
2024,boise-state,Boise State,MWC,93,12,2,.857,7,0,1.000,37.3,22.6,10.50,-1.85,,8,8,
2024,nevada-las-vegas,Nevada-Las Vegas,MWC,94,11,3,.786,6,1,.857,35.4,21.3,7.48,-2.88,,19,23,
2024,colorado-state,Colorado State,MWC,95,8,5,.615,6,1,.857,24.4,25.8,-4.48,-5.48,,,,
2024,fresno-state,Fresno State,MWC,96,6,7,.462,4,3,.571,26.1,24.8,-3.87,-4.80,,,,
2024,san-jose-state,San Jose State,MWC,97,7,6,.538,3,4,.429,28.4,27.5,-4.88,-5.49,,,,
2024,air-force,Air Force,MWC,98,5,7,.417,3,4,.429,18.9,23.3,-8.76,-5.01,,,,
2024,hawaii,Hawaii,MWC,99,5,7,.417,3,4,.429,22.3,26.0,-7.94,-5.69,,,,
2024,new-mexico,New Mexico,MWC,100,5,7,.417,3,4,.429,33.5,38.0,-12.37,-8.20,,,,
2024,utah-state,Utah State,MWC,101,4,8,.333,3,4,.429,31.9,37.8,-9.18,-4.35,,,,
2024,san-diego-state,San Diego State,MWC,102,3,9,.250,2,5,.286,21.3,29.6,-14.03,-5.53,,,,
2024,wyoming,Wyoming,MWC,103,3,9,.250,2,5,.286,19.3,28.3,-11.34,-3.51,,,,
2024,nevada,Nevada,MWC,104,3,10,.231,0,7,.000,23.1,28.8,-8.43,-1.50,,,,
2024,georgia,Georgia,SEC,105,11,3,.786,6,2,.750,31.5,20.6,16.37,7.37,1,1,6,
2024,texas,Texas,SEC,106,13,3,.813,7,1,.875,33.0,15.3,19.30,7.37,4,1,4,
2024,tennessee,Tennessee,SEC,107,10,3,.769,6,2,.750,35.7,16.1,10.89,1.89,15,4,9,
2024,missouri,Missouri,SEC,108,10,3,.769,5,3,.625,28.9,20.4,9.18,3.18,11,6,22,
2024,mississippi,Ole Miss,SEC,109,10,3,.769,5,3,.625,38.6,14.4,16.57,2.03,6,5,11,
2024,alabama,Alabama,SEC,110,9,4,.692,5,3,.625,33.8,17.4,15.33,5.33,5,1,17,
2024,louisiana-state,LSU,SEC,111,9,4,.692,5,3,.625,30.5,24.3,13.36,6.82,13,8,,
2024,south-carolina,South Carolina,SEC,112,9,4,.692,5,3,.625,30.5,18.1,14.78,5.78,,13,19,
2024,texas-am,Texas A&M,SEC,113,8,5,.615,5,3,.625,30.4,22.2,10.49,5.41,20,10,,
2024,florida,Florida,SEC,114,8,5,.615,4,4,.500,28.3,23.1,10.75,6.44,,,,
2024,arkansas,Arkansas,SEC,115,7,6,.538,3,5,.375,30.9,25.0,5.24,3.01,,,,
2024,vanderbilt,Vanderbilt,SEC,116,7,6,.538,3,5,.375,27.3,23.4,5.84,4.99,,24,,
2024,oklahoma,Oklahoma,SEC,117,6,7,.462,2,6,.250,24.0,21.5,5.85,6.32,16,15,,
2024,auburn,Auburn,SEC,118,5,7,.417,2,6,.250,27.8,21.3,4.47,2.80,,,,
2024,kentucky,Kentucky,SEC,119,4,8,.333,1,7,.125,20.6,22.1,2.55,6.55,,,,
2024,mississippi-state,Mississippi State,SEC,120,2,10,.167,0,8,.000,25.8,34.1,-3.14,6.53,,,,
2024,marshall,Marshall,Sun Belt (East),121,10,3,.769,7,1,.875,31.8,23.1,4.78,-2.45,,,,
2024,georgia-southern,Georgia Southern,Sun Belt (East),122,8,5,.615,6,2,.750,28.0,27.6,0.46,-1.92,,,,
2024,james-madison,James Madison,Sun Belt (East),123,9,4,.692,4,4,.500,33.3,20.5,2.32,-6.45,,,,
2024,old-dominion,Old Dominion,Sun Belt (East),124,5,7,.417,4,4,.500,28.0,28.0,-0.13,0.54,,,,
2024,coastal-carolina,Coastal Carolina,Sun Belt (East),125,6,7,.462,3,5,.375,28.7,31.6,-6.23,-4.00,,,,
2024,appalachian-state,Appalachian State,Sun Belt (East),126,5,6,.455,3,5,.375,26.6,32.9,-4.82,-1.55,,,,
2024,georgia-state,Georgia State,Sun Belt (East),127,3,9,.250,1,7,.125,23.8,33.8,-10.10,-1.26,,,,
2024,arkansas-state,Arkansas State,Sun Belt (West),129,8,5,.615,5,3,.625,25.8,32.2,-6.06,-4.13,,,,
2024,texas-state,Texas State,Sun Belt (West),130,8,5,.615,5,3,.625,36.5,24.5,2.43,-4.95,,,,
2024,south-alabama,South Alabama,Sun Belt (West),131,7,6,.538,5,3,.625,34.4,25.2,0.57,-3.82,,,,
2024,louisiana-monroe,Louisiana-Monroe,Sun Belt (West),132,5,7,.417,3,5,.375,21.0,28.8,-6.45,-2.28,,,,
2024,troy,Troy,Sun Belt (West),133,4,8,.333,3,5,.375,26.0,28.4,-7.93,-3.84,,,,
2024,southern-mississippi,Southern Mississippi,Sun Belt (West),134,1,11,.083,0,8,.000,15.3,37.8,-19.34,-2.59,,,,
2025,duke,Duke,ACC,1,9,5,.643,6,2,.750,34.6,29.4,7.70,3.05,,,,
2025,virginia,Virginia,ACC,2,11,3,.786,7,1,.875,30.8,19.6,11.01,1.44,,12,16,
2025,miami-fl,Miami (FL),ACC,3,13,3,.813,6,2,.750,30.9,14.8,20.48,8.17,10,2,2,
2025,georgia-tech,Georgia Tech,ACC,4,9,4,.692,6,2,.750,32.2,25.0,8.47,2.24,,7,,
2025,southern-methodist,SMU,ACC,5,9,4,.692,6,2,.750,32.2,20.5,11.07,1.84,16,16,,
2025,pittsburgh,Pitt,ACC,6,8,5,.615,6,2,.750,33.7,24.8,8.98,3.05,,23,,
2025,louisville,Louisville,ACC,7,9,4,.692,4,4,.500,29.9,21.2,9.23,2.54,,14,,
2025,wake-forest,Wake Forest,ACC,8,9,4,.692,4,4,.500,28.1,22.1,6.04,0.51,,,,
2025,north-carolina-state,North Carolina State,ACC,9,8,5,.615,4,4,.500,30.2,27.2,8.13,5.74,,,,
2025,california,California,ACC,10,7,6,.538,4,4,.500,25.3,27.2,-0.90,-0.13,,,,
2025,clemson,Clemson,ACC,11,7,6,.538,4,4,.500,27.2,20.5,6.42,1.73,4,4,,
2025,stanford,Stanford,ACC,12,4,8,.333,3,5,.375,18.8,29.2,-2.84,5.82,,,,
2025,florida-state,Florida State,ACC,13,5,7,.417,2,6,.250,33.0,22.0,6.26,3.42,,7,,
2025,north-carolina,North Carolina,ACC,14,4,8,.333,2,6,.250,19.3,24.5,-5.59,0.00,,,,
2025,virginia-tech,Virginia Tech,ACC,15,3,9,.250,2,6,.250,21.4,30.2,-2.78,6.22,,,,
2025,syracuse,Syracuse,ACC,16,3,9,.250,1,7,.125,20.2,34.9,-6.56,5.11,,,,
2025,boston-college,Boston College,ACC,17,2,10,.167,1,7,.125,25.4,32.8,-5.64,2.78,,,,
2025,tulane,Tulane,American,18,11,3,.786,7,1,.875,27.7,23.9,6.72,1.43,,17,18,
2025,north-texas,North Texas,American,19,12,2,.857,7,1,.875,45.1,26.5,10.05,-2.81,,20,24,
2025,navy,Navy,American,20,11,2,.846,7,1,.875,31.5,25.0,6.09,-1.45,,22,23,
2025,east-carolina,East Carolina,American,21,9,4,.692,6,2,.750,32.7,20.1,6.98,-1.56,,,,
2025,south-florida,South Florida,American,22,9,4,.692,6,2,.750,40.5,23.4,10.67,-0.64,,18,,
2025,memphis,Memphis,American,23,8,5,.615,4,4,.500,32.5,23.2,4.79,-2.67,,22,,
2025,army,Army,American,24,7,6,.538,4,4,.500,23.8,21.6,-0.36,-2.67,,,,
2025,texas-san-antonio,UTSA,American,25,7,6,.538,4,4,.500,35.5,28.8,2.94,-1.60,,,,
2025,temple,Temple,American,26,5,7,.417,3,5,.375,27.8,29.7,-5.39,-1.64,,,,
2025,florida-atlantic,Florida Atlantic,American,27,4,8,.333,3,5,.375,29.5,36.3,-7.39,-2.05,,,,
2025,rice,Rice,American,28,5,8,.385,2,6,.250,19.1,32.9,-9.99,-1.84,,,,
2025,alabama-birmingham,UAB,American,29,4,8,.333,2,6,.250,26.4,38.3,-11.62,-1.70,,,,
2025,tulsa,Tulsa,American,30,4,8,.333,1,7,.125,23.2,28.9,-9.22,-4.30,,,,
2025,charlotte,Charlotte,American,31,1,11,.083,0,8,.000,14.3,36.3,-18.45,0.39,,,,
2025,utah,Utah,Big 12,32,11,2,.846,7,2,.778,41.3,18.9,17.48,2.10,,13,14,
2025,houston,Houston,Big 12,33,10,3,.769,6,3,.667,29.1,22.8,7.29,0.52,,22,22,
2025,arizona,Arizona,Big 12,34,9,4,.692,6,3,.667,31.5,19.3,11.27,2.65,,21,,
2025,arizona-state,Arizona State,Big 12,35,8,5,.615,6,3,.667,25.8,24.5,7.69,5.00,11,11,,
2025,cincinnati,Cincinnati,Big 12,36,7,6,.538,5,4,.556,30.3,25.6,3.65,2.65,,17,,
2025,central-florida,UCF,Big 12,37,5,7,.417,2,7,.222,24.3,23.6,-0.12,1.47,,,,
2025,colorado,Colorado,Big 12,38,3,9,.250,1,8,.111,20.9,30.5,-1.15,5.93,,,,
2025,texas-tech,Texas Tech,Big 12,39,12,2,.857,8,1,.889,39.4,11.8,21.06,2.84,23,4,7,
2025,brigham-young,BYU,Big 12,40,12,2,.857,8,1,.889,31.4,19.1,15.57,5.93,,8,11,
2025,texas-christian,Texas Christian,Big 12,41,9,4,.692,5,4,.556,30.7,25.3,9.04,3.74,,24,25,
2025,iowa-state,Iowa State,Big 12,42,8,4,.667,5,4,.556,27.4,20.2,8.86,2.86,22,12,,
2025,kansas-state,Kansas State,Big 12,43,6,6,.500,5,4,.556,29.4,26.7,5.06,3.56,17,17,,
2025,baylor,Baylor,Big 12,44,5,7,.417,3,6,.333,31.1,32.6,2.23,4.23,,,,
2025,kansas,Kansas,Big 12,45,5,7,.417,3,6,.333,28.1,26.8,2.88,3.80,,,,
2025,west-virginia,West Virginia,Big 12,46,4,8,.333,2,7,.222,21.8,30.8,-1.29,5.62,,,,
2025,oklahoma-state,Oklahoma State,Big 12,47,1,11,.083,0,9,.000,14.2,33.3,-9.00,4.50,,,,
2025,indiana,Indiana,Big Ten,48,16,0,1.000,9,0,1.000,41.6,11.7,25.48,7.29,20,1,1,
2025,ohio-state,Ohio State,Big Ten,49,12,2,.857,9,0,1.000,33.4,9.3,23.08,6.22,3,1,5,
2025,oregon,Oregon,Big Ten,50,13,2,.867,8,1,.889,36.9,17.9,20.60,7.20,7,2,4,
2025,michigan,Michigan,Big Ten,51,9,4,.692,7,2,.778,27.5,20.4,11.03,5.88,14,14,21,
2025,southern-california,USC,Big Ten,52,9,4,.692,7,2,.778,35.8,23.0,14.71,6.17,,16,20,
2025,iowa,Iowa,Big Ten,53,9,4,.692,6,3,.667,29.3,16.1,13.86,4.40,,17,17,
2025,illinois,Illinois,Big Ten,54,9,4,.692,5,4,.556,29.4,23.6,11.79,6.18,12,9,,
2025,washington,Washington,Big Ten,55,9,4,.692,5,4,.556,34.1,18.7,13.00,3.31,,24,,
2025,minnesota,Minnesota,Big Ten,56,8,5,.615,5,4,.556,23.0,22.9,2.86,2.79,,,,
2025,nebraska,Nebraska,Big Ten,57,7,6,.538,4,5,.444,28.7,24.6,2.22,3.37,,25,,
2025,northwestern,Northwestern,Big Ten,58,7,6,.538,4,5,.444,23.4,19.8,5.13,2.83,,,,
2025,penn-state,Penn State,Big Ten,59,7,6,.538,3,6,.333,31.0,20.5,10.12,4.43,2,2,,
2025,ucla,UCLA,Big Ten,60,3,9,.250,3,6,.333,18.2,33.4,-1.01,9.16,,,,
2025,rutgers,Rutgers,Big Ten,61,5,7,.417,2,7,.222,28.7,31.8,2.46,5.46,,,,
2025,wisconsin,Wisconsin,Big Ten,62,4,8,.333,2,7,.222,12.8,21.6,2.23,9.40,,,,
2025,maryland,Maryland,Big Ten,63,4,8,.333,1,8,.111,23.5,26.5,-0.91,2.09,,,,
2025,michigan-state,Michigan State,Big Ten,64,4,8,.333,1,8,.111,24.6,29.9,-0.95,4.47,,,,
2025,purdue,Purdue,Big Ten,65,2,10,.167,0,9,.000,18.8,31.8,-2.58,8.01,,,,
2025,kennesaw-state,Kennesaw State,CUSA,66,10,4,.714,7,1,.875,26.7,25.5,-1.34,-4.84,,,,
2025,jacksonville-state,Jacksonville State,CUSA,67,9,5,.643,7,1,.875,28.1,25.2,-4.74,-8.02,,,,
2025,western-kentucky,Western Kentucky,CUSA,68,9,4,.692,6,2,.750,29.5,22.8,-2.89,-7.97,,,,
2025,louisiana-tech,Louisiana Tech,CUSA,69,8,5,.615,5,3,.625,27.3,20.8,-3.11,-7.03,,,,
2025,florida-international,Florida International,CUSA,70,7,6,.538,5,3,.625,28.5,30.0,-6.68,-6.30,,,,
2025,missouri-state,Missouri State,CUSA,71,7,6,.538,5,3,.625,25.6,28.8,-5.34,-5.19,,,,
2025,delaware,Delaware,CUSA,72,7,6,.538,4,4,.500,29.0,31.0,-8.16,-7.63,,,,
2025,liberty,Liberty,CUSA,73,4,8,.333,3,5,.375,25.6,26.5,-7.33,-5.91,,,,
2025,new-mexico-state,New Mexico State,CUSA,74,4,8,.333,2,6,.250,21.6,27.6,-12.40,-7.49,,,,
2025,middle-tennessee-state,Middle Tennessee State,CUSA,75,3,9,.250,2,6,.250,22.4,30.9,-16.28,-8.03,,,,
2025,sam-houston-state,Sam Houston,CUSA,76,2,10,.167,1,7,.125,17.8,37.8,-19.94,-5.60,,,,
2025,texas-el-paso,UTEP,CUSA,77,2,10,.167,1,7,.125,23.3,30.4,-14.63,-7.21,,,,
2025,notre-dame,Notre Dame,Ind,78,10,2,.833,,,,42.0,17.6,21.85,5.35,6,6,10,
2025,connecticut,Connecticut,Ind,79,9,4,.692,,,,35.3,27.0,-1.96,-7.73,,,,
2025,washington-state,Washington State,Ind,80,7,6,.538,,,,22.5,20.2,4.78,0.70,,,,
2025,oregon-state,Oregon State,Ind,81,2,10,.167,,,,18.2,29.4,-10.51,0.41,,,,
2025,western-michigan,Western Michigan,MAC,82,10,4,.714,7,1,.875,24.9,17.4,0.46,-5.97,,,,
2025,ohio,Ohio,MAC,83,9,4,.692,6,2,.750,27.8,21.9,-1.71,-7.10,,,,
2025,toledo,Toledo,MAC,84,8,5,.615,6,2,.750,30.8,13.3,3.78,-6.46,,,,
2025,miami-oh,Miami (OH),MAC,85,7,7,.500,6,2,.750,23.5,21.7,-5.05,-5.62,,,,
2025,central-michigan,Central Michigan,MAC,86,7,6,.538,5,3,.625,22.5,23.5,-5.84,-6.92,,,,
2025,akron,Akron,MAC,87,5,7,.417,4,4,.500,22.3,27.4,-12.67,-10.25,,,,
2025,buffalo,Buffalo,MAC,88,5,7,.417,4,4,.500,24.0,23.5,-10.08,-9.33,,,,
2025,kent-state,Kent State,MAC,89,5,7,.417,4,4,.500,21.3,33.6,-11.91,-6.08,,,,
2025,ball-state,Ball State,MAC,90,4,8,.333,3,5,.375,15.8,29.8,-15.80,-5.97,,,,
2025,eastern-michigan,Eastern Michigan,MAC,91,4,8,.333,3,5,.375,24.1,29.8,-13.08,-7.42,,,,
2025,bowling-green-state,Bowling Green,MAC,92,4,8,.333,2,6,.250,20.5,24.3,-12.50,-7.67,,,,
2025,northern-illinois,Northern Illinois,MAC,93,3,9,.250,2,6,.250,17.1,24.3,-14.25,-7.08,,,,
2025,massachusetts,Massachusetts,MAC,94,0,12,.000,0,8,.000,11.1,38.6,-26.55,-5.88,,,,
2025,boise-state,Boise State,MWC,95,9,5,.643,6,2,.750,29.9,24.1,3.69,-1.10,25,25,,
2025,nevada-las-vegas,Nevada-Las Vegas,MWC,96,10,4,.714,6,2,.750,34.1,28.0,-0.12,-6.05,,,,
2025,new-mexico,New Mexico,MWC,97,9,4,.692,6,2,.750,27.1,22.3,0.67,-4.64,,,,
2025,san-diego-state,San Diego State,MWC,98,9,4,.692,6,2,.750,26.4,15.4,3.48,-5.06,,,,
2025,fresno-state,Fresno State,MWC,99,9,4,.692,5,3,.625,25.8,18.8,-0.82,-6.36,,,,
2025,hawaii,Hawaii,MWC,100,9,4,.692,5,3,.625,29.0,24.1,-0.17,-5.71,,,,
2025,utah-state,Utah State,MWC,101,6,7,.462,4,4,.500,30.9,28.7,-2.75,-2.06,,,,
2025,air-force,Air Force,MWC,102,4,8,.333,3,5,.375,29.8,30.3,-6.35,-4.18,,,,
2025,wyoming,Wyoming,MWC,103,4,8,.333,2,6,.250,16.0,20.5,-10.09,-4.92,,,,
2025,nevada,Nevada,MWC,104,3,9,.250,2,6,.250,17.6,27.5,-13.55,-3.96,,,,
2025,san-jose-state,San Jose State,MWC,105,3,9,.250,2,6,.250,21.4,32.5,-13.03,-3.78,,,,
2025,colorado-state,Colorado State,MWC,106,2,10,.167,1,7,.125,18.5,30.8,-12.63,-0.71,,,,
2025,georgia,Georgia,SEC,107,12,2,.857,7,1,.875,32.1,17.6,17.33,4.40,5,2,6,
2025,mississippi,Ole Miss,SEC,108,13,2,.867,7,1,.875,36.9,21.1,16.20,4.93,21,3,3,
2025,texas-am,Texas A&M,SEC,109,11,2,.846,7,1,.875,33.8,21.0,17.62,5.39,19,3,8,
2025,alabama,Alabama,SEC,110,11,4,.733,7,1,.875,29.5,19.2,13.30,7.44,8,4,9,
2025,oklahoma,Oklahoma,SEC,111,10,3,.769,6,2,.750,26.2,15.5,13.18,5.02,18,5,13,
2025,texas,Texas,SEC,112,10,3,.769,6,2,.750,30.5,20.3,12.48,4.55,1,1,12,
2025,vanderbilt,Vanderbilt,SEC,113,10,3,.769,6,2,.750,38.5,22.8,14.67,2.97,,9,15,
2025,missouri,Missouri,SEC,114,8,5,.615,4,4,.500,30.2,18.9,8.96,2.65,,14,,
2025,tennessee,Tennessee,SEC,115,8,5,.615,4,4,.500,39.8,28.8,9.08,2.31,24,11,,
2025,louisiana-state,LSU,SEC,116,7,6,.538,3,5,.375,22.8,19.8,7.00,5.62,9,3,,
2025,kentucky,Kentucky,SEC,117,5,7,.417,2,6,.250,23.0,26.4,2.06,5.39,,,,
2025,florida,Florida,SEC,118,4,8,.333,2,6,.250,21.6,24.0,3.79,8.46,15,13,,
2025,auburn,Auburn,SEC,119,5,7,.417,1,7,.125,26.8,20.7,6.84,3.92,,22,,
2025,mississippi-state,Mississippi State,SEC,120,5,8,.385,1,7,.125,30.4,30.2,1.84,4.84,,,,
2025,south-carolina,South Carolina,SEC,121,4,8,.333,1,7,.125,22.7,22.1,3.92,5.84,13,10,,
2025,arkansas,Arkansas,SEC,122,2,10,.167,0,8,.000,32.9,33.8,2.18,6.85,,,,
2025,james-madison,James Madison,Sun Belt (East),123,12,2,.857,8,0,1.000,37.1,18.4,10.60,-2.55,,19,19,
2025,old-dominion,Old Dominion,Sun Belt (East),124,10,3,.769,6,2,.750,32.0,18.5,6.87,-3.14,,,,
2025,coastal-carolina,Coastal Carolina,Sun Belt (East),125,6,7,.462,5,3,.625,22.2,33.1,-7.02,-3.02,,,,
2025,georgia-southern,Georgia Southern,Sun Belt (East),126,7,6,.538,4,4,.500,27.9,32.3,-5.44,-3.52,,,,
2025,marshall,Marshall,Sun Belt (East),127,5,7,.417,3,5,.375,30.8,30.3,-4.05,-4.05,,,,
2025,appalachian-state,Appalachian State,Sun Belt (East),128,5,8,.385,2,6,.250,24.2,29.8,-9.21,-5.59,,,,
2025,georgia-state,Georgia State,Sun Belt (East),129,1,11,.083,0,8,.000,19.8,37.8,-13.77,-0.44,,,,
2025,arkansas-state,Arkansas State,Sun Belt (West),131,7,6,.538,5,3,.625,25.2,27.4,-4.98,-5.28,,,,
2025,southern-mississippi,Southern Mississippi,Sun Belt (West),132,7,6,.538,5,3,.625,28.8,27.4,-4.64,-6.33,,,,
2025,louisiana-lafayette,Louisiana,Sun Belt (West),133,6,7,.462,5,3,.625,26.0,29.2,-6.94,-5.55,,,,
2025,texas-state,Texas State,Sun Belt (West),134,7,6,.538,3,5,.375,36.5,29.0,0.20,-5.34,,,,
2025,south-alabama,South Alabama,Sun Belt (West),135,4,8,.333,3,5,.375,26.5,30.4,-9.12,-4.29,,,,
2025,louisiana-monroe,Louisiana-Monroe,Sun Belt (West),136,3,9,.250,1,7,.125,16.6,31.9,-14.36,-3.78,,,,
